"train","/projects/weilab/dataset/cellmap/jrc_cos7-1b/jrc_cos7-1b.zarr","recon-1/em/fibsem-uint8","/projects/weilab/dataset/cellmap/jrc_cos7-1b/jrc_cos7-1b.zarr","recon-1/labels/groundtruth/crop249/[nuc,mito,er,golgi,ves]"
"train","/projects/weilab/dataset/cellmap/jrc_cos7-1b/jrc_cos7-1b.zarr","recon-1/em/fibsem-uint8","/projects/weilab/dataset/cellmap/jrc_cos7-1b/jrc_cos7-1b.zarr","recon-1/labels/groundtruth/crop258/[nuc,mito,er,golgi,ves]"
"train","/projects/weilab/dataset/cellmap/jrc_cos7-1b/jrc_cos7-1b.zarr","recon-1/em/fibsem-uint8","/projects/weilab/dataset/cellmap/jrc_cos7-1b/jrc_cos7-1b.zarr","recon-1/labels/groundtruth/crop245/[nuc,mito,er,golgi,ves]"
"train","/projects/weilab/dataset/cellmap/jrc_cos7-1b/jrc_cos7-1b.zarr","recon-1/em/fibsem-uint8","/projects/weilab/dataset/cellmap/jrc_cos7-1b/jrc_cos7-1b.zarr","recon-1/labels/groundtruth/crop259/[nuc,mito,er,golgi,ves]"
"train","/projects/weilab/dataset/cellmap/jrc_cos7-1b/jrc_cos7-1b.zarr","recon-1/em/fibsem-uint8","/projects/weilab/dataset/cellmap/jrc_cos7-1b/jrc_cos7-1b.zarr","recon-1/labels/groundtruth/crop240/[nuc,mito,er,golgi,ves]"
"train","/projects/weilab/dataset/cellmap/jrc_cos7-1b/jrc_cos7-1b.zarr","recon-1/em/fibsem-uint8","/projects/weilab/dataset/cellmap/jrc_cos7-1b/jrc_cos7-1b.zarr","recon-1/labels/groundtruth/crop242/[nuc,mito,er,golgi,ves]"
"validate","/projects/weilab/dataset/cellmap/jrc_cos7-1b/jrc_cos7-1b.zarr","recon-1/em/fibsem-uint8","/projects/weilab/dataset/cellmap/jrc_cos7-1b/jrc_cos7-1b.zarr","recon-1/labels/groundtruth/crop255/[nuc,mito,er,golgi,ves]"
"train","/projects/weilab/dataset/cellmap/jrc_cos7-1b/jrc_cos7-1b.zarr","recon-1/em/fibsem-uint8","/projects/weilab/dataset/cellmap/jrc_cos7-1b/jrc_cos7-1b.zarr","recon-1/labels/groundtruth/crop241/[nuc,mito,er,golgi,ves]"
"train","/projects/weilab/dataset/cellmap/jrc_cos7-1b/jrc_cos7-1b.zarr","recon-1/em/fibsem-uint8","/projects/weilab/dataset/cellmap/jrc_cos7-1b/jrc_cos7-1b.zarr","recon-1/labels/groundtruth/crop235/[nuc,mito,er,golgi,ves]"
"train","/projects/weilab/dataset/cellmap/jrc_cos7-1b/jrc_cos7-1b.zarr","recon-1/em/fibsem-uint8","/projects/weilab/dataset/cellmap/jrc_cos7-1b/jrc_cos7-1b.zarr","recon-1/labels/groundtruth/crop291/[nuc,mito,er,golgi,ves]"
"validate","/projects/weilab/dataset/cellmap/jrc_cos7-1b/jrc_cos7-1b.zarr","recon-1/em/fibsem-uint8","/projects/weilab/dataset/cellmap/jrc_cos7-1b/jrc_cos7-1b.zarr","recon-1/labels/groundtruth/crop238/[nuc,mito]"
"train","/projects/weilab/dataset/cellmap/jrc_hela-2/jrc_hela-2.zarr","recon-1/em/fibsem-uint8","/projects/weilab/dataset/cellmap/jrc_hela-2/jrc_hela-2.zarr","recon-1/labels/groundtruth/crop57/[nuc,mito,er,golgi,ves]"
"train","/projects/weilab/dataset/cellmap/jrc_hela-2/jrc_hela-2.zarr","recon-1/em/fibsem-uint8","/projects/weilab/dataset/cellmap/jrc_hela-2/jrc_hela-2.zarr","recon-1/labels/groundtruth/crop113/[nuc,mito,er,golgi,ves]"
"train","/projects/weilab/dataset/cellmap/jrc_hela-2/jrc_hela-2.zarr","recon-1/em/fibsem-uint8","/projects/weilab/dataset/cellmap/jrc_hela-2/jrc_hela-2.zarr","recon-1/labels/groundtruth/crop4/[nuc,mito,er,golgi,ves]"
"train","/projects/weilab/dataset/cellmap/jrc_hela-2/jrc_hela-2.zarr","recon-1/em/fibsem-uint8","/projects/weilab/dataset/cellmap/jrc_hela-2/jrc_hela-2.zarr","recon-1/labels/groundtruth/crop6/[nuc,mito,er,golgi,ves]"
"train","/projects/weilab/dataset/cellmap/jrc_hela-2/jrc_hela-2.zarr","recon-1/em/fibsem-uint8","/projects/weilab/dataset/cellmap/jrc_hela-2/jrc_hela-2.zarr","recon-1/labels/groundtruth/crop23/[nuc,mito,er,golgi,ves]"
"train","/projects/weilab/dataset/cellmap/jrc_hela-2/jrc_hela-2.zarr","recon-1/em/fibsem-uint8","/projects/weilab/dataset/cellmap/jrc_hela-2/jrc_hela-2.zarr","recon-1/labels/groundtruth/crop14/[nuc,mito,er,golgi,ves]"
